name,price,description,stock
White Fish - Filets,"€12,55",content-based,30
Table Cloth 54x72 White,"€55,04",Multi-lateral,20
Bread - Pita,"€4,46",internet solution,17
Cucumber - Pickling Ontario,"€59,80",Up-sized,85
Raspberries - Fresh,"€64,51",alliance,18
Skirt - 29 Foot,"€5,48",optimal,89
Durian Fruit,"€35,66",methodology,65
Juice - Orange,"€23,49",info-mediaries,36
Vaccum Bag - 14x20,"€42,82",dynamic,76
Cake - Miini Cheesecake Cherry,"€35,43",grid-enabled,68
Samosa - Veg,"€77,35",Ameliorated,39
"Chicken - Base, Ultimate","€79,65",ability,20
Calypso - Lemonade,"€4,08",Managed,96
"Sauce - Gravy, Au Jus, Mix","€42,05",support,60
Flower - Carnations,"€53,49",capacity,23
Icecream - Dibs,"€70,10",knowledge user,88
Tomatoes - Cherry,"€10,80",optimizing,30
Bar - Granola Trail Mix Fruit Nut,"€16,05",time-frame,37
Gatorade - Xfactor Berry,"€22,46",standardization,18
Chocolate - Chips Compound,"€25,26",Robust,65
Ice Cream - Super Sandwich,"€65,62",bottom-line,22
Butter - Pod,"€74,89",content-based,91
Cheese - Goat,"€62,96",mobile,20
Crackers - Water,"€62,72",5th generation,22
Bread Crumbs - Panko,"€9,66",initiative,13
"Juice - Apple, 1.36l","€10,20",workforce,36
Muffin - Blueberry Individual,"€7,60",knowledge base,59
Bamboo Shoots - Sliced,"€36,39",orchestration,92
Squid - U 5,"€35,41",attitude,85
Yucca,"€68,95",solution,70
Wine - Casablanca Valley,"€0,25",Organic,58
Tea - Decaf Lipton,"€55,43",Synchronised,73
Sprouts - Bean,"€76,58",Up-sized,18
Onions - Red,"€41,13",discrete,82
Wine - Jafflin Bourgongone,"€95,28",tertiary,83
Buffalo - Striploin,"€68,14",Decentralized,1
Energy Drink Bawls,"€76,06",help-desk,4
Scallops - Live In Shell,"€67,43",clear-thinking,42
Nori Sea Weed - Gold Label,"€57,05",Focused,32
Tuna - Sushi Grade,"€30,12",Fundamental,50
Sprouts - Pea,"€87,97",architecture,58
The Pop Shoppe - Root Beer,"€90,73",empowering,85
Table Cloth 62x120 White,"€68,76",contextually-based,63
Lobster - Base,"€24,91",local,21
"Pineapple - Canned, Rings","€31,48",application,29
"Tomatoes - Diced, Canned","€24,71",moratorium,79
Cookies - Englishbay Wht,"€91,74",asymmetric,100
Wine - Two Oceans Sauvignon,"€5,41",neural-net,60
Wine - Jackson Triggs Okonagan,"€74,07",definition,60
Bread Foccacia Whole,"€37,45",circuit,76
French Kiss Vanilla,"€47,55",local area network,66
Beef - Montreal Smoked Brisket,"€83,98",Robust,90
Onions Granulated,"€41,72",intermediate,33
Juice - Ocean Spray Cranberry,"€57,65",Operative,73
Beer - Sleemans Honey Brown,"€72,48",homogeneous,90
Apron,"€92,32",local area network,5
Hot Choc Vending,"€84,18",Cross-group,38
Propel Sport Drink,"€40,50",capacity,78
"Salmon - Atlantic, No Skin","€20,44",Face to face,45
Sloe Gin - Mcguinness,"€51,35",Total,11
Dr. Pepper - 355ml,"€82,53",model,79
"Bag - Bread, White, Plain","€34,67",Programmable,69
Beef Ground Medium,"€50,63",Multi-lateral,84
"Red Snapper - Fresh, Whole","€95,03",help-desk,93
Veal - Provimi Inside,"€14,41",upward-trending,80
"Wine - Red, Antinori Santa","€24,58",logistical,35
Cleaner - Lime Away,"€10,87",clear-thinking,42
Bok Choy - Baby,"€94,39",value-added,4
Sauce - Oyster,"€77,66",contingency,70
Sherry - Dry,"€13,12",website,27
Tuna - Sushi Grade,"€26,08",methodical,74
Soup - Campbells Mushroom,"€68,97",content-based,16
Alize Gold Passion,"€51,87",Progressive,93
Versatainer Nc - 9388,"€37,92",support,49
General Purpose Trigger,"€36,96",actuating,96
Steam Pan - Half Size Deep,"€31,88",productivity,72
White Baguette,"€4,67",Ergonomic,35
Wine - Tribal Sauvignon,"€20,10",knowledge user,78
"Lemonade - Mandarin, 591 Ml","€11,93",frame,98
Macaroons - Homestyle Two Bit,"€79,47",customer loyalty,28
Southern Comfort,"€35,75",grid-enabled,42
Oil - Grapeseed Oil,"€36,72",Diverse,80
"Napkin - Dinner, White","€15,34",Assimilated,84
Cup - Paper 10oz 92959,"€14,13",Cloned,47
Table Cloth 54x72 Colour,"€63,75",empowering,53
"Sugar - Sweet N Low, Individual","€97,05",dynamic,86
Liqueur - Melon,"€19,42",Multi-channelled,21
Beef - Tenderloin - Aa,"€72,19",project,60
Pork - Shoulder,"€49,82",bi-directional,15
Muffin Mix - Raisin Bran,"€9,67",Enterprise-wide,58
Peas Snow,"€78,72",optimal,94
Soup - Campbells,"€51,30",incremental,26
"Beef - Roasted, Cooked","€3,72",Total,95
Sprouts - Alfalfa,"€32,85",leverage,37
Sprouts - Baby Pea Tendrils,"€2,78",Distributed,56
Flour - All Purpose,"€79,52",static,58
"Orange - Canned, Mandarin","€66,54",hierarchy,86
Icecream Cone - Areo Chocolate,"€55,27",application,26
"Beef - Rib Roast, Capless","€6,44",Synergistic,22
Arrowroot,"€1,89",ability,4
Wine - Cabernet Sauvignon,"€62,00",Adaptive,25
Wine - Guy Sage Touraine,"€90,20",Team-oriented,15
Muffin Mix - Chocolate Chip,"€21,53",Managed,16
Olives - Kalamata,"€4,83",Synergized,39
Beef - Ground Lean Fresh,"€73,46",Re-engineered,59
"Tart Shells - Savory, 3","€80,14",contingency,47
Muffin - Mix - Strawberry Rhubarb,"€47,05",value-added,5
Glycerine,"€1,16",Reactive,28
Wine - Chateau Bonnet,"€31,11",disintermediate,15
Cheese - Goat,"€50,88",adapter,53
Sauce - Thousand Island,"€24,49",analyzing,76
Amarula Cream,"€6,63",knowledge user,82
Pasta - Orecchiette,"€61,85",parallelism,98
Apricots - Dried,"€41,02",Cross-platform,58
"Tortillas - Flour, 8","€97,62",moratorium,19
Green Tea Refresher,"€76,11",empowering,86
Pastry - Mini French Pastries,"€21,08",Self-enabling,16
Soup - Campbells Beef Stew,"€18,56",tertiary,30
"Pasta - Gnocchi, Potato","€61,71",client-driven,100
Shrimp - Tiger 21/25,"€84,18",Adaptive,56
Beer - Fruli,"€4,94",mission-critical,89
"Pork - Loin, Bone - In","€99,30",bi-directional,93
"Juice - Tomato, 10 Oz","€29,44",Synergistic,66
Longos - Grilled Veg Sandwiches,"€7,91",Reverse-engineered,4
"Wine - Red, Mouton Cadet","€57,91",User-friendly,17
"Soda Water - Club Soda, 355 Ml","€25,11",hybrid,96
Sugar - Fine,"€84,67",disintermediate,25
Longos - Chicken Cordon Bleu,"€67,30",4th generation,67
"Wine - White, Gewurtzraminer","€75,35",multi-state,80
"Water, Tap","€95,68",capability,63
Cheese - Gouda Smoked,"€31,13",knowledge base,16
Pails With Lids,"€36,49",Profit-focused,11
Capicola - Hot,"€29,62",artificial intelligence,95
Cup - 4oz Translucent,"€14,48",stable,57
"Beer - Alexander Kieths, Pale Ale","€59,72",even-keeled,89
Bagel - 12 Grain Preslice,"€94,25",non-volatile,24
Lid Coffeecup 12oz D9542b,"€33,08",hierarchy,72
"Spoon - Soup, Plastic","€42,78",exuding,85
Tomato Paste,"€38,13",Enterprise-wide,49
Wine - Fat Bastard Merlot,"€87,45",optimizing,17
Fruit Mix - Light,"€85,63",mission-critical,45
Squash - Sunburst,"€18,55",asynchronous,66
"Corn - Cream, Canned","€24,93",mission-critical,66
"Nut - Chestnuts, Whole","€70,97",application,8
Salmon Steak - Cohoe 8 Oz,"€98,79",De-engineered,92
Kale - Red,"€16,29",6th generation,58
"Fish - Scallops, Cold Smoked","€85,90",customer loyalty,24
Mayonnaise,"€3,63",Face to face,54
"Cherries - Maraschino,jar","€19,96",Reduced,34
"Bar Mix - Pina Colada, 355 Ml","€32,49",Integrated,68
Petit Baguette,"€57,58",mobile,40
Yucca,"€98,01",solution,68
Anchovy Paste - 56 G Tube,"€38,60",fresh-thinking,60
Vinegar - Tarragon,"€84,69",policy,63
Snapple Raspberry Tea,"€18,33",standardization,42
Wine - Clavet Saint Emilion,"€3,81",Operative,31
Tequila - Sauza Silver,"€20,15",heuristic,26
Cookie - Dough Variety,"€76,35",well-modulated,34
Wine - Chianti Classica Docg,"€90,13",attitude-oriented,11
Raspberries - Frozen,"€26,49",Optional,91
Milk 2% 500 Ml,"€18,27",local area network,69
"Brownies - Two Bite, Chocolate","€10,05",benchmark,23
"Veal - Brisket, Provimi,bnls","€49,54",Phased,87
Rabbit - Saddles,"€73,82",firmware,52
Syrup - Kahlua Chocolate,"€72,85",Enhanced,100
Wine - Chateau Aqueria Tavel,"€26,28",Multi-channelled,61
Ham - Cooked Italian,"€74,12",knowledge user,85
Mussels - Frozen,"€27,08",structure,75
Onions - Spanish,"€13,59",Self-enabling,21
Soup V8 Roasted Red Pepper,"€28,01",Ergonomic,46
"Pasta - Penne, Rigate, Dry","€21,75",Front-line,42
Sunflower Seed Raw,"€11,47",system engine,73
Sage Derby,"€74,74",functionalities,25
Cookies - Fortune,"€81,10",multi-tasking,56
Beef - Cow Feet Split,"€1,65",web-enabled,33
Ostrich - Fan Fillet,"€25,46",5th generation,70
Bar Special K,"€42,43",attitude-oriented,52
Wine - Baron De Rothschild,"€8,71",Business-focused,72
Lamb Tenderloin Nz Fr,"€70,44",software,56
Longos - Chicken Wings,"€79,11",bandwidth-monitored,43
Bread - White Epi Baguette,"€64,62",Ergonomic,68
"Doilies - 7, Paper","€44,49",Reverse-engineered,38
Sugar - Cubes,"€78,96",definition,85
Monkfish - Fresh,"€20,07",zero tolerance,17
Syrup - Monin - Passion Fruit,"€2,96",upward-trending,30
Bread - Pita,"€33,05",Persevering,43
"Bag - Bread, White, Plain","€54,46",Multi-tiered,53
Wine - Chablis J Moreau Et Fils,"€99,91",attitude-oriented,8
"Syrup - Golden, Lyles","€13,30",array,54
Oil - Canola,"€78,57",Open-architected,12
"Pasta - Linguini, Dry","€40,23",Implemented,66
Rice - Long Grain,"€22,53",Centralized,54
Soy Protein,"€65,15",eco-centric,53
"Soup - Beef Conomme, Dry","€12,12",Self-enabling,83
Loquat,"€75,24",multi-state,78
Wine - Shiraz South Eastern,"€13,93",algorithm,93
Onions - Vidalia,"€51,93",Versatile,33
Garbage Bag - Clear,"€22,22",open system,87
"Pasta - Elbows, Macaroni, Dry","€30,70",neural-net,57
Beer - Creemore,"€98,21",exuding,1
Muffin - Mix - Strawberry Rhubarb,"€34,66",Function-based,50
Tuna - Bluefin,"€71,48",Cross-platform,13
"Nut - Almond, Blanched, Ground","€69,72",middleware,72
Russian Prince,"€49,80",zero defect,39
Energy Drink,"€94,76",info-mediaries,89
"Chicken - Diced, Cooked","€21,79",regional,25
Sprouts - Peppercress,"€54,42",Ergonomic,67
"Lettuce - Romaine, Heart","€3,37",orchestration,27
Magnotta Bel Paese Red,"€14,62",matrices,99
"Wine - White, Pelee Island","€22,18",contextually-based,55
Water - Spring Water 500ml,"€58,87",frame,53
Icecream - Dstk Cml And Fdg,"€29,70",intangible,82
Chocolate Liqueur - Godet White,"€62,31",Balanced,37
Sponge Cake Mix - Vanilla,"€46,79",Cross-group,12
Chevril,"€25,59",Configurable,54
Flower - Daisies,"€95,95",Up-sized,12
Juice - Ocean Spray Kiwi,"€25,98",Future-proofed,95
Table Cloth 54x54 Colour,"€7,24",infrastructure,6
Yeast Dry - Fermipan,"€94,28",Future-proofed,74
Truffle Cups - Red,"€6,17",ability,16
Shrimp - Black Tiger 26/30,"€17,67",hybrid,94
Spice - Pepper Portions,"€52,51",budgetary management,43
"Fish - Atlantic Salmon, Cold","€61,88",discrete,84
Pop - Club Soda Can,"€74,70",bottom-line,58
Mushroom - Chanterelle Frozen,"€95,88",Extended,82
"Chicken - White Meat, No Tender","€24,14",scalable,97
Cookies - Assorted,"€68,62",regional,67
"Basil - Primerba, Paste","€61,44",methodology,33
Beef - Diced,"€83,32",data-warehouse,71
Drambuie,"€9,64",bi-directional,69
Ice Cream - Super Sandwich,"€47,44",core,42
The Pop Shoppe - Cream Soda,"€65,50",installation,46
Beef - Diced,"€26,37",coherent,16
Muffin - Mix - Mango Sour Cherry,"€55,78",Up-sized,76
Chevere Logs,"€87,90",Face to face,82
Veal - Ground,"€51,54",Total,19
"Wine - Red, Harrow Estates, Cab","€44,43",coherent,12
"Beans - Kidney, Canned","€71,59",support,63
Flour Pastry Super Fine,"€10,98",neutral,79
"Cheese - Cheddar, Old White","€84,21",Synergized,2
"Ham - Smoked, Bone - In","€84,58",object-oriented,74
"Plate - Foam, Bread And Butter","€62,15",pricing structure,59
Crab Meat Claw Pasteurise,"€51,12",infrastructure,100
Cookies - Englishbay Oatmeal,"€72,45",artificial intelligence,74
Cheese - Marble,"€36,27",Vision-oriented,46
Wine - Shiraz South Eastern,"€50,65",scalable,87
Cheese Cloth No 60,"€82,64",demand-driven,21
"Doilies - 12, Paper","€50,07",Business-focused,97
"Chicken - Base, Ultimate","€55,47",Streamlined,15
Bread - Hamburger Buns,"€77,22",hub,72
Lemonade - Pineapple Passion,"€49,70",capacity,74
"Yogurt - Strawberry, 175 Gr","€43,29",regional,36
Chocolate - Milk,"€72,14",success,17
Sausage - Chorizo,"€54,28",well-modulated,82
Soup - Tomato Mush. Florentine,"€97,41",Customer-focused,37
Lumpfish Black,"€18,40",archive,38
Corn Kernels - Frozen,"€51,34",forecast,96
Cocoa Butter,"€75,20",Pre-emptive,28
"Wine - White, Lindemans Bin 95","€56,74",middleware,3
Bread - Petit Baguette,"€20,38",strategy,84
Ice Cream Bar - Oreo Sandwich,"€83,21",pricing structure,8
"Red Snapper - Fresh, Whole","€82,59",system engine,40
Bread - Bistro White,"€18,78",tangible,11
French Pastry - Mini Chocolate,"€54,90",Cross-platform,62
"Beef - Bones, Cut - Up","€91,47",logistical,17
Sugar Thermometer,"€60,35",adapter,34
Sambuca - Opal Nera,"€98,19",value-added,64
Pepper - Red Thai,"€72,64",Compatible,51
Crush - Cream Soda,"€43,26",Sharable,48
"Cherries - Bing, Canned","€90,83",structure,39
Wine - Puligny Montrachet A.,"€71,57",static,97
Bar Energy Chocchip,"€76,25",bandwidth-monitored,7
Chickensplit Half,"€89,43",artificial intelligence,98
"Doilies - 5, Paper","€43,36",ability,76
Cinnamon Buns Sticky,"€51,92",Advanced,8
Ecolab Silver Fusion,"€22,12",Mandatory,16
Juice - V8 Splash,"€32,69",service-desk,96
Huck Towels White,"€43,81",intermediate,52
Ice Cream - Super Sandwich,"€75,27",systematic,73
"Lamb - Whole, Fresh","€86,49",User-centric,59
Wine - Acient Coast Caberne,"€73,47",eco-centric,95
Lettuce - Spring Mix,"€19,39",Reactive,57
Spice - Paprika,"€67,56",multi-state,90
Energy Drink - Franks Original,"€62,15",implementation,56
Mushroom Morel Fresh,"€83,11",groupware,27
"Oregano - Dry, Rubbed","€84,40",Decentralized,27
"Lentils - Green, Dry","€31,06",Total,92
Lobster - Cooked,"€79,48",24 hour,14
Wine - Penfolds Koonuga Hill,"€42,92",well-modulated,4
Longan,"€57,26",eco-centric,45
Molasses - Fancy,"€14,88",functionalities,38
"Halibut - Whole, Fresh","€91,12",upward-trending,32
Juice - Lime,"€40,80",dedicated,14
Ham - Cooked Italian,"€76,12",bottom-line,57
Pumpkin,"€71,60",Enhanced,36
Lid Coffeecup 12oz D9542b,"€53,04",Open-architected,60
Venison - Denver Leg Boneless,"€61,41",coherent,27
Beans - French,"€15,78",toolset,88
Longos - Assorted Sandwich,"€94,92",hierarchy,15
Mackerel Whole Fresh,"€83,70",motivating,49
Pail With Metal Handle 16l White,"€37,97",knowledge base,57
Russian Prince,"€40,62",Assimilated,7
Peas - Frozen,"€74,08",methodical,50
Oil - Olive,"€26,48",zero administration,23
Coconut - Whole,"€22,91",Expanded,69
Juice - V8 Splash,"€48,27",upward-trending,64
Wiberg Cure,"€85,26",protocol,49
Bread - Italian Corn Meal Poly,"€24,47",Multi-layered,39
Beef - Top Butt,"€46,53",success,17
Petit Baguette,"€77,10",capacity,77
Pasta - Cheese / Spinach Bauletti,"€70,81",moratorium,42
"Rum - Light, Captain Morgan","€38,83",Customizable,43
Shrimp - 150 - 250,"€99,22",database,49
Haggis,"€25,63",homogeneous,90
Shopper Bag - S - 4,"€89,84",Re-engineered,14
Cotton Wet Mop 16 Oz,"€46,90",Extended,47
Wine - Riesling Dr. Pauly,"€72,89",actuating,19
Pickerel - Fillets,"€49,54",access,47
Towel - Roll White,"€15,44",Assimilated,48
Rice - Long Grain,"€22,87",Business-focused,85
Coffee - Espresso,"€41,06",intermediate,97
"Turkey - Breast, Boneless Sk On","€78,86",forecast,35
"Red Snapper - Fresh, Whole","€34,16",focus group,29
"Beans - Long, Chinese","€95,54",multi-tasking,7
"Pepper - Black, Crushed","€15,18",well-modulated,4
Table Cloth 81x81 Colour,"€97,18",Extended,44
Milk - Condensed,"€26,30",adapter,98
Wine - Duboeuf Beaujolais,"€81,42",dynamic,29
"Crab - Dungeness, Whole, live","€36,93",incremental,83
Wine - Shiraz Wolf Blass Premium,"€51,81",web-enabled,98
Flavouring - Orange,"€8,08",Re-contextualized,35
Bread - Granary Small Pull,"€87,57",modular,92
"Cheese - Manchego, Spanish","€15,56",Realigned,35
Juice - Apple 284ml,"€59,48",workforce,32
"Mop Head - Cotton, 24 Oz","€74,77",exuding,13
Pickle - Dill,"€99,47",intranet,87
Puree - Guava,"€76,89",client-server,85
Irish Cream - Butterscotch,"€35,11",forecast,4
Foil Cont Round,"€47,58",Enhanced,96
Cheese - Parmesan Grated,"€7,55",regional,93
Tea - Mint,"€21,32",Function-based,25
"Sauce - Soya, Dark","€97,05",Cross-platform,94
Table Cloth 62x120 White,"€78,18",global,19
Oven Mitts - 15 Inch,"€36,68",non-volatile,94
Venison - Denver Leg Boneless,"€79,32",product,95
Evaporated Milk - Skim,"€1,64",leverage,56
"Wine - White, Cooking","€73,98",Centralized,59
Mangoes,"€67,23",executive,19
Bouq All Italian - Primerba,"€98,19",contingency,60
Neckerchief Blck,"€97,47",Automated,72
Energy Drink - Franks Pineapple,"€58,96",installation,22
Rappini - Andy Boy,"€31,00",Vision-oriented,61
Foam Tray S2,"€41,04",Decentralized,73
"Nut - Walnut, Pieces","€53,86",Monitored,15
Island Oasis - Ice Cream Mix,"€68,96",Up-sized,62
Corn Kernels - Frozen,"€59,30",global,84
Bread - Focaccia Quarter,"€0,43",secondary,71
Bread - Calabrese Baguette,"€95,96",mobile,77
Banana,"€82,85",Horizontal,47
Cape Capensis - Fillet,"€25,55",infrastructure,46
Creme De Cacao Mcguines,"€8,01",analyzer,60
Straws - Cocktale,"€20,05",incremental,18
Soho Lychee Liqueur,"€55,50",executive,29
Wine - Kwv Chenin Blanc South,"€89,46",Visionary,4
Beef - Shank,"€83,82",value-added,86
Jam - Raspberry,"€73,30",explicit,2
Flour - Teff,"€62,24",fresh-thinking,11
"Wine - White, Colubia Cresh","€82,24",Open-source,80
Flower - Carnations,"€88,58",logistical,61
Milk Powder,"€95,18",support,6
Rabbit - Saddles,"€79,68",groupware,87
Dc - Sakura Fu,"€43,16",Graphic Interface,26
Tart - Lemon,"€37,45",capability,40
"Soup - French Onion, Dry","€95,81",bandwidth-monitored,52
"Artichokes - Knobless, White","€58,05",scalable,84
Pepper - Pablano,"€60,70",open architecture,28
Seaweed Green Sheets,"€67,23",knowledge user,18
Truffle Cups - Brown,"€9,56",Inverse,94
Sauce - Oyster,"€9,25",asynchronous,78
Cheese - Cambozola,"€26,63",Optional,100
Icecream Cone - Areo Chocolate,"€71,70",contingency,17
Pasta - Fusili Tri - Coloured,"€2,46",fresh-thinking,46
Milk - Buttermilk,"€30,82",access,25
Amarula Cream,"€35,89",secondary,62
Beef - Montreal Smoked Brisket,"€23,86",emulation,12
Pork Loin Bine - In Frenched,"€90,78",Multi-channelled,74
Cheese - Goat With Herbs,"€2,65",access,35
"Corn - Cream, Canned","€89,71",executive,59
Bagel - Everything,"€46,34",Synergized,36
Chips Potato Swt Chilli Sour,"€69,48",composite,36
Vanilla Beans,"€50,98",Down-sized,69
Grapefruit - White,"€38,25",Switchable,45
"Beef - Baby, Liver","€83,51",Triple-buffered,17
Bread Base - Italian,"€83,42",parallelism,21
"Crush - Grape, 355 Ml","€14,82",uniform,35
Glass Clear 7 Oz Xl,"€36,30",Function-based,37
Grand Marnier,"€60,74",analyzing,88
Beer - Moosehead,"€99,30",disintermediate,57
Water - Evian 355 Ml,"€26,51",impactful,100
Energy Drink - Franks Pineapple,"€12,94",extranet,98
Stock - Fish,"€97,91",knowledge base,15
"Peas - Pigeon, Dry","€38,81",customer loyalty,26
Noodles - Steamed Chow Mein,"€64,99",attitude,70
Teriyaki Sauce,"€79,10",software,9
Soap - Hand Soap,"€73,62",Fully-configurable,7
"Water - Spring Water, 355 Ml","€59,92",didactic,96
Vinegar - Tarragon,"€75,79",core,65
Sauce Tomato Pouch,"€71,71",intermediate,12
Honey - Comb,"€89,89",scalable,22
Cod - Fillets,"€68,97",transitional,55
"Wine - White, Cooking","€58,80",internet solution,20
Chicken - Tenderloin,"€57,14",matrices,32
Mushroom - Portebello,"€34,92",Profit-focused,80
Sausage - Chorizo,"€0,36",Decentralized,10
Chinese Foods - Plain Fried Rice,"€46,72",explicit,89
"Wine - White, Ej Gallo","€40,42",synergy,64
Straws - Cocktale,"€51,18",core,41
The Pop Shoppe - Cream Soda,"€16,27",Multi-channelled,2
Wine - Marlbourough Sauv Blanc,"€27,53",service-desk,36
Juice - Mango,"€13,75",core,18
Veal - Kidney,"€9,95",Total,22
Cheese - Cottage Cheese,"€36,49",Customizable,61
Sponge Cake Mix - Vanilla,"€26,35",groupware,64
Sugar - White Packet,"€95,50",coherent,65
Russian Prince,"€87,75",bottom-line,6
"Cod - Salted, Boneless","€67,00",complexity,99
Mousse - Banana Chocolate,"€20,47",systematic,68
Vinegar - Tarragon,"€53,89",national,92
Coffee - Egg Nog Capuccino,"€55,31",Advanced,24
Ham - Cooked Italian,"€96,95",fault-tolerant,25
Grapefruit - Pink,"€28,58",Secured,61
Juice - Orangina,"€45,60",collaboration,41
Cabbage - Nappa,"€23,91",encompassing,12
"Nut - Hazelnut, Ground, Natural","€88,57",Secured,49
Soup - Chicken And Wild Rice,"€5,48",matrices,50
The Pop Shoppe - Grape,"€65,90",human-resource,38
Juice - Cranberry 284ml,"€53,08",Fundamental,52
Noodles - Steamed Chow Mein,"€91,96",ability,50
Tandoori Curry Paste,"€40,81",Team-oriented,39
Longos - Chicken Cordon Bleu,"€62,44",Object-based,38
Chicken Breast Halal,"€4,77",capability,20
Scallops 60/80 Iqf,"€88,27",local,5
"Bread - Rolls, Corn","€51,20",user-facing,4
Compound - Orange,"€36,59",fault-tolerant,76
Yoghurt Tubes,"€2,83",Inverse,76
Pasta - Orecchiette,"€86,53",Ergonomic,26
"Lemonade - Kiwi, 591 Ml","€57,93",next generation,22
Syrup - Kahlua Chocolate,"€76,16",Optional,21
Ice Cream Bar - Hageen Daz To,"€4,02",Exclusive,34
Rice - Aborio,"€86,16",Versatile,21
Water - San Pellegrino,"€33,98",data-warehouse,32
Tea Peppermint,"€30,67",logistical,64
